date,mean_open,mean_High,mean_Low,mean_close
2019-09-01,54.432500000000005,54.867,53.986000000000004,54.4975
2019-10-01,58.73260869565217,59.24260869565217,58.235652173913046,58.821739130434786
2019-11-01,65.423,65.8655,65.0605,65.6295
2019-12-01,68.84714285714286,69.47095238095237,68.46714285714286,69.13142857142857
2020-01-01,77.79285714285714,78.58095238095238,77.20761904761905,77.97904761904762
2020-02-01,77.57947368421053,78.81368421052632,76.68157894736842,77.81842105263158
2020-03-01,65.2690909090909,67.42272727272727,63.71181818181819,65.61136363636363
2020-04-01,67.95285714285714,68.9447619047619,67.02142857142857,68.09619047619047
2020-05-01,77.22200000000001,78.3125,76.59049999999999,77.49600000000001
2020-06-01,86.13454545454546,87.33636363636364,85.16045454545454,86.45136363636364
2020-07-01,95.41727272727272,96.58772727272726,94.26636363636364,95.56227272727273
2020-08-01,116.96952380952382,118.56476190476191,115.55714285714285,117.3009523809524
2020-09-01,116.07904761904761,118.03619047619048,112.58476190476192,115.1252380952381
2020-10-01,116.6940909090909,118.27409090909092,114.91136363636365,116.41318181818183
2020-11-01,116.74849999999999,118.199,115.4105,116.826
2020-12-01,127.15045454545454,128.60818181818183,125.72772727272728,127.29045454545454
2021-01-01,133.10105263157894,135.07,130.97894736842105,133.03684210526316
2021-02-01,132.02263157894737,133.06684210526316,129.9294736842105,131.53157894736842
2021-03-01,122.08739130434783,123.47173913043478,120.40391304347825,121.8708695652174
2021-04-01,131.67238095238093,132.91142857142856,130.46476190476193,131.81285714285715
2021-05-01,127.03450000000001,128.158,125.8235,126.78399999999999
2021-06-01,129.48954545454546,130.6518181818182,128.76136363636363,129.95863636363637
2021-07-01,144.57000000000002,146.25190476190477,143.53809523809525,145.1395238095238
2021-08-01,147.85045454545454,149.2259090909091,146.86545454545455,148.17772727272725
2021-09-01,149.00190476190477,149.9952380952381,147.22,148.30619047619047
2021-10-01,144.97095238095238,146.41809523809525,143.9547619047619,145.56380952380954
2021-11-01,153.60333333333332,155.50904761904764,152.58619047619047,154.25571428571428
2021-12-01,173.155,175.63227272727272,171.25272727272727,173.55272727272725
2022-01-01,170.201,172.448,167.6395,169.8615
2022-02-01,169.63526315789474,171.58526315789473,167.58052631578948,169.83
2022-03-01,164.80608695652174,167.16434782608695,162.9391304347826,165.3104347826087
2022-04-01,167.47899999999998,169.518,165.0825,166.821
2022-05-01,148.3242857142857,150.9504761904762,145.36428571428573,148.43047619047618
2022-06-01,139.9442857142857,141.91904761904763,138.11142857142858,139.79857142857142
2022-07-01,148.4365,150.76600000000002,147.1415,149.6705
2022-08-01,166.94826086956522,168.58869565217393,165.53521739130434,166.88521739130437
2022-09-01,156.54,158.36,154.7,157.96
