date,mean_open,mean_High,mean_Low,mean_close
2019-09-01,60.932,61.465999999999994,60.492999999999995,61.068
2019-10-01,61.56608695652174,62.10608695652174,61.18869565217391,61.622173913043476
2019-11-01,65.064,65.514,64.7515,65.14349999999999
2019-12-01,67.0647619047619,67.40285714285714,66.68857142857144,67.04857142857142
2020-01-01,71.66142857142856,72.22380952380952,71.17571428571429,71.80904761904762
2020-02-01,73.09894736842107,73.91578947368421,72.32526315789474,73.1421052631579
2020-03-01,59.08363636363636,60.64636363636364,57.39681818181818,59.25818181818182
2020-04-01,61.60333333333334,62.404761904761905,60.56285714285714,61.50523809523809
2020-05-01,68.8685,69.7945,68.2145,69.0685
2020-06-01,71.58636363636364,72.36863636363637,70.67818181818183,71.58
2020-07-01,75.50727272727273,76.53818181818181,74.675,75.76590909090909
2020-08-01,76.99571428571429,77.90333333333334,76.42809523809524,77.25142857142858
2020-09-01,75.94190476190477,76.84619047619047,74.58047619047619,75.57428571428571
2020-10-01,77.05045454545454,78.17,76.17954545454546,77.095
2020-11-01,87.014,88.143,86.285,87.169
2020-12-01,88.39999999999999,89.20227272727273,87.53136363636364,88.38545454545455
2021-01-01,89.76315789473684,91.17842105263158,88.72473684210526,90.00947368421053
2021-02-01,102.51210526315789,104.03105263157894,101.59947368421054,102.9042105263158
2021-03-01,102.47347826086956,103.6791304347826,101.26086956521739,102.38391304347826
2021-04-01,113.45380952380951,114.52190476190476,112.59952380952382,113.65
2021-05-01,115.44800000000001,116.351,114.418,115.428
2021-06-01,120.95454545454545,121.5909090909091,120.12545454545456,121.04636363636364
2021-07-01,128.34857142857143,129.3152380952381,127.4,128.5595238095238
2021-08-01,138.01681818181817,139.00772727272727,137.22363636363636,138.3709090909091
2021-09-01,141.59142857142857,142.3852380952381,140.23190476190476,141.17857142857142
2021-10-01,139.62285714285713,141.16047619047617,138.3957142857143,140.11333333333334
2021-11-01,147.24238095238096,148.3004761904762,145.6552380952381,146.75714285714287
2021-12-01,145.12681818181818,146.41727272727272,143.60909090909092,145.1518181818182
2022-01-01,136.2695,138.1565,134.23399999999998,135.9625
2022-02-01,137.40842105263158,139.11789473684212,134.85526315789474,136.71263157894737
2022-03-01,135.0813043478261,136.58608695652174,133.22782608695653,134.9786956521739
2022-04-01,129.1905,130.495,126.6665,128.07049999999998
2022-05-01,112.79047619047618,114.85666666666665,111.01857142857142,113.19333333333333
2022-06-01,112.29,114.31380952380952,110.93047619047618,112.42809523809522
2022-07-01,112.0225,114.12550000000002,110.304,112.65050000000001
2022-08-01,116.42565217391304,117.63652173913043,115.25260869565217,116.2586956521739
2022-09-01,108.17777777777778,109.41777777777777,106.81888888888889,108.11777777777777
