date,mean_open,mean_High,mean_Low,mean_close
2019-09-01,186.283,187.60899999999998,183.8885,185.73499999999999
2019-10-01,184.3695652173913,186.4286956521739,182.0213043478261,184.38391304347826
2019-11-01,195.394,197.11100000000002,194.0715,195.7185
2019-12-01,202.14238095238093,203.53809523809525,200.20999999999998,201.95190476190476
2020-01-01,216.25238095238097,218.11952380952383,214.41714285714286,216.64333333333335
2020-02-01,207.03736842105263,209.67842105263156,204.96263157894737,207.50526315789475
2020-03-01,165.28318181818182,170.1727272727273,160.3890909090909,165.74772727272727
2020-04-01,177.1209523809524,179.78523809523807,173.59190476190474,177.00333333333333
2020-05-01,215.76350000000002,219.47750000000002,213.23649999999998,216.54899999999998
2020-06-01,231.54136363636363,235.1222727272727,227.73000000000002,232.04636363636365
2020-07-01,238.70045454545453,242.38181818181818,235.025,239.2118181818182
2020-08-01,267.15238095238095,273.0990476190476,264.48904761904765,268.7857142857143
2020-09-01,267.9161904761905,271.64666666666665,262.502380952381,266.5519047619048
2020-10-01,270.59,274.08409090909095,266.48318181818183,269.7809090909091
2020-11-01,276.386,279.533,272.2815,276.3065
2020-12-01,276.44045454545454,280.0122727272728,272.65272727272725,276.5309090909091
2021-01-01,266.19105263157894,269.9273684210526,261.12368421052633,264.6094736842105
2021-02-01,265.94736842105266,269.66052631578947,262.85210526315785,266.3378947368421
2021-03-01,274.6986956521739,280.15043478260867,271.3808695652174,275.50695652173914
2021-04-01,307.90761904761905,310.8123809523809,304.7057142857143,307.75380952380954
2021-05-01,316.5985,320.235,313.685,317.336
2021-06-01,335.7531818181818,339.2809090909091,332.8040909090909,336.4259090909091
2021-07-01,352.9842857142857,356.97857142857146,349.2247619047619,353.37714285714287
2021-08-01,361.62636363636364,365.6168181818182,359.10045454545457,363.01681818181817
2021-09-01,365.0547619047619,367.67952380952386,360.5357142857143,363.96714285714285
2021-10-01,329.2004761904762,332.8095238095238,324.6747619047619,328.6652380952381
2021-11-01,337.2447619047619,341.49809523809523,333.2009523809524,336.53000000000003
2021-12-01,330.68045454545455,335.8131818181818,326.12363636363636,330.84590909090906
2022-01-01,319.565,325.0955,314.1125,319.407
2022-02-01,228.80315789473684,233.48578947368424,223.9773684210526,228.43736842105264
2022-03-01,206.91652173913045,210.75,203.49173913043475,207.26000000000002
2022-04-01,210.023,213.531,204.8645,208.23499999999999
2022-05-01,196.86904761904762,201.9847619047619,192.9261904761905,197.7404761904762
2022-06-01,175.1104761904762,178.60571428571427,170.41809523809525,173.5004761904762
2022-07-01,166.223,169.592,163.4025,167.3595
2022-08-01,168.56478260869565,171.73086956521738,166.2682608695652,168.55565217391305
2022-09-01,161.45666666666665,164.03,158.20333333333332,161.04222222222222
