Date,Open,High,Low,Close,Volume
2019-09-03,59.09,59.45,58.19,58.48,25922320
2019-09-04,58.97,59.24,58.58,59.11,21313320
2019-09-05,59.68,60.7,59.63,60.61,26413120
2019-09-06,60.46,60.65,60.16,60.32,18971600
2019-09-09,60.35,61.03,59.66,60.26,31859160
2019-09-10,59.8,60.5,59.8,60.28,27921540
2019-09-11,60.19,61.12,60.11,61.0,23521320
2019-09-12,61.17,62.12,61.13,61.75,31644600
2019-09-13,61.61,62.05,61.35,62.0,23675240
2019-09-16,61.52,61.95,61.26,61.58,28217600
2019-09-17,61.58,61.75,61.17,61.49,20944020
2019-09-18,61.51,61.81,60.82,61.63,17855760
2019-09-19,61.62,62.22,61.62,61.94,16940040
2019-09-20,61.68,62.14,61.18,61.49,38754860
2019-09-23,61.33,61.98,61.19,61.73,23941380
2019-09-24,62.0,62.36,60.53,60.92,36714240
2019-09-25,60.8,62.4,60.46,62.3,27103240
2019-09-26,62.11,62.23,61.59,62.11,23431540
2019-09-27,62.14,62.25,60.76,61.3,34449620
2019-09-30,61.03,61.37,60.67,61.06,25892180
2019-10-01,61.12,61.64,60.28,60.3,25654700
2019-10-02,59.83,59.94,58.63,58.9,33495480
2019-10-03,59.17,59.55,58.16,59.47,29388260
2019-10-04,59.71,60.62,59.55,60.55,24573720
2019-10-07,60.35,60.95,60.22,60.41,17580400
2019-10-08,59.94,60.34,59.47,59.51,20648520
2019-10-09,60.07,60.42,59.91,60.12,16264320
2019-10-10,59.93,60.78,59.89,60.47,13364880
2019-10-11,61.2,61.44,60.68,60.79,22529040
2019-10-14,60.69,61.29,60.59,60.89,13678520
2019-10-15,61.08,62.36,61.05,62.11,30544320
2019-10-16,62.09,62.71,61.93,62.15,23020560
2019-10-17,62.57,63.19,62.49,62.64,21279620
2019-10-18,62.73,62.91,62.01,62.22,31646400
2019-10-21,62.44,62.68,62.0,62.21,20601700
2019-10-22,62.22,62.44,61.99,62.06,25636420
2019-10-23,62.01,62.9,62.01,62.88,23525620
2019-10-24,62.96,63.15,62.62,62.96,22809560
2019-10-25,62.6,63.4,62.46,63.22,27104960
2019-10-28,63.75,64.96,63.62,64.45,65428220
2019-10-29,63.8,64.04,62.78,63.03,52654300
2019-10-30,62.76,63.4,62.53,63.03,29203860
2019-10-31,63.0,63.33,62.47,62.94,31903080
2019-11-01,63.29,63.65,62.99,63.61,28812140
2019-11-04,63.81,64.62,63.81,64.48,30632440
2019-11-05,64.56,64.86,64.47,64.57,25148540
2019-11-06,64.5,64.65,64.11,64.55,24625300
2019-11-07,64.71,66.13,64.69,65.35,45140100
2019-11-08,65.08,65.86,65.08,65.45,30437840
2019-11-11,65.2,65.25,64.79,64.91,17237200
2019-11-12,64.93,65.47,64.71,64.86,28886840
2019-11-13,64.66,65.13,64.61,64.81,18721700
2019-11-14,64.75,65.79,64.7,65.46,29000780
2019-11-15,65.75,66.68,65.59,66.68,39299100
2019-11-18,66.62,66.7,65.81,65.99,27987480
2019-11-19,66.33,66.33,65.59,65.63,21872580
2019-11-20,65.57,65.66,64.46,65.09,28917400
2019-11-21,64.96,65.56,64.54,65.01,25546760
2019-11-22,65.15,65.34,64.47,64.68,27778240
2019-11-25,64.81,65.52,64.78,65.28,23593160
2019-11-26,65.5,65.7,65.2,65.65,21941780
2019-11-27,65.77,65.88,65.47,65.61,18810720
2019-11-29,65.33,65.5,65.16,65.2,12801380
2019-12-02,65.13,65.27,64.02,64.44,26577780
2019-12-03,63.93,64.86,63.85,64.74,29600520
2019-12-04,65.31,66.21,65.15,65.95,35527840
2019-12-05,66.35,66.4,65.72,66.35,24412620
2019-12-06,66.64,67.12,66.56,66.97,32974580
2019-12-09,66.94,67.88,66.8,67.15,31137780
2019-12-10,67.0,67.4,66.7,67.14,17608600
2019-12-11,67.42,67.49,67.06,67.21,20486160
2019-12-12,67.16,67.73,66.91,67.42,29129320
2019-12-13,67.39,67.57,67.08,67.34,33173680
2019-12-16,67.75,68.18,67.53,68.03,28129140
2019-12-17,68.12,68.22,67.54,67.74,32970980
2019-12-18,67.85,67.97,67.52,67.6,23334660
2019-12-19,67.6,67.88,67.44,67.82,30421640
2019-12-20,68.16,68.2,67.54,67.56,50276980
2019-12-23,67.94,68.09,67.4,67.53,19939340
2019-12-24,67.51,67.6,67.21,67.22,13468200
2019-12-26,67.33,68.16,67.28,68.12,23676000
2019-12-27,68.2,68.35,67.65,67.73,23217460
2019-12-30,67.84,67.85,66.89,66.99,20011840
2019-12-31,66.79,67.03,66.61,66.97,19521220
2020-01-02,67.42,68.43,67.32,68.43,27285300
2020-01-03,67.4,68.69,67.37,68.08,23412580
2020-01-06,67.58,69.92,67.55,69.89,46786860
2020-01-07,70.02,70.17,69.58,69.76,34529120
2020-01-08,69.74,70.59,69.63,70.25,35325480
2020-01-09,71.1,71.43,70.51,70.99,33228760
2020-01-10,71.47,71.75,70.98,71.45,26263560
2020-01-13,71.76,72.07,71.27,72.0,30746340
2020-01-14,72.0,72.13,71.39,71.53,26112720
2020-01-15,71.65,72.04,71.58,71.96,21550380
2020-01-16,72.27,72.53,72.0,72.51,26080800
2020-01-17,73.13,74.03,72.83,73.98,52423500
2020-01-21,73.95,74.49,73.51,74.11,48932020
2020-01-22,74.49,75.03,74.13,74.21,28458920
2020-01-23,74.38,74.67,74.02,74.23,26651240
2020-01-24,74.64,74.71,73.16,73.31,29785600
2020-01-27,71.58,71.83,70.97,71.59,34131320
2020-01-28,72.09,72.74,71.52,72.53,29731720
2020-01-29,72.92,73.21,72.27,72.83,21639280
2020-01-30,71.91,72.76,71.75,72.71,27109440
2020-01-31,73.39,73.48,71.35,71.64,43821500
