date,mean_open,mean_High,mean_Low,mean_close
2019-09-01,90.086,90.616,89.2345,89.95750000000001
2019-10-01,87.45652173913044,88.18260869565218,86.83,87.61652173913043
2019-11-01,88.767,89.2095,88.216,88.71549999999999
2019-12-01,89.30904761904762,89.85428571428572,88.69190476190477,89.28857142857143
2020-01-01,94.30190476190475,94.89952380952381,93.51714285714286,94.21142857142857
2020-02-01,103.2921052631579,104.7121052631579,102.25315789473684,103.30842105263157
2020-03-01,93.15681818181817,95.51954545454545,91.25772727272728,93.61454545454545
2020-04-01,110.80619047619047,112.84238095238095,109.29619047619046,111.43523809523809
2020-05-01,119.55699999999999,120.94500000000001,118.225,119.7095
2020-06-01,130.41727272727272,132.095,128.95545454545456,130.67636363636365
2020-07-01,152.6936363636364,155.39454545454544,149.57454545454544,152.6931818181818
2020-08-01,162.07238095238094,164.24714285714285,160.3752380952381,162.46142857142857
2020-09-01,159.02666666666667,161.05666666666667,155.49095238095236,158.03809523809525
2020-10-01,162.06772727272727,164.16181818181818,159.29863636363635,161.53045454545455
2020-11-01,157.3665,158.986,155.10999999999999,157.0895
2020-12-01,159.99545454545455,161.335,158.3140909090909,159.88727272727272
2021-01-01,160.32684210526315,162.06263157894736,158.5821052631579,160.0021052631579
2021-02-01,163.38315789473683,165.10263157894735,161.3978947368421,163.19473684210524
2021-03-01,153.72826086956522,155.40869565217392,151.66391304347826,153.41304347826087
2021-04-01,167.38666666666666,169.18380952380954,166.0,167.60857142857142
2021-05-01,163.0655,164.2845,161.0675,162.3125
2021-06-01,168.0,169.38363636363636,166.99818181818182,168.38545454545454
2021-07-01,180.63666666666666,182.3704761904762,178.75190476190477,180.8009523809524
2021-08-01,165.53772727272727,166.7459090909091,164.16545454545454,165.64636363636362
2021-09-01,171.62238095238095,172.91333333333333,170.02904761904762,171.35999999999999
2021-10-01,166.41809523809525,168.1538095238095,165.1157142857143,166.7095238095238
2021-11-01,175.92857142857142,178.60999999999999,173.98809523809524,175.88047619047617
2021-12-01,171.31454545454545,173.0381818181818,168.92363636363638,170.86272727272728
2022-01-01,156.16,158.1415,153.144,155.4805
2022-02-01,153.72473684210527,156.64894736842106,150.95105263157896,153.7836842105263
2022-03-01,154.46173913043478,156.62521739130435,151.84391304347827,154.2795652173913
2022-04-01,152.4885,154.47650000000002,149.12,151.3095
2022-05-01,112.28571428571429,115.0004761904762,109.61904761904762,112.47380952380952
2022-06-01,113.11428571428571,115.49238095238096,110.5957142857143,112.86285714285714
2022-07-01,116.06700000000001,118.6575,114.30350000000001,117.0375
2022-08-01,137.86347826086958,139.70478260869567,135.90478260869565,137.4395652173913
2022-09-01,128.92999999999998,130.90333333333334,127.22444444444444,129.54555555555555
